code_grand_domaine,appelation_grand_domaine,code_domaine,appelation_domaine,code_fiche_rome,appelation_fiche_rome,code_ogr,appelation_metier
D,"Commerce, Vente et Grande distribution",14,Force de vente,02,Relation commerciale grands comptes et entreprises,13935,Délégué commercial / Déléguée commerciale en services auprès des entreprises
D,"Commerce, Vente et Grande distribution",14,Force de vente,02,Relation commerciale grands comptes et entreprises,18554,Représentant / Représentante en biens d'équipement auprès des entreprises
D,"Commerce, Vente et Grande distribution",14,Force de vente,02,Relation commerciale grands comptes et entreprises,18553,Représentant / Représentante en biens de consommation auprès des entreprises
D,"Commerce, Vente et Grande distribution",14,Force de vente,02,Relation commerciale grands comptes et entreprises,18555,Représentant / Représentante en biens intermédiaires et matières premières auprès des entreprises
D,"Commerce, Vente et Grande distribution",14,Force de vente,02,Relation commerciale grands comptes et entreprises,18556,Représentant / Représentante en services auprès des entreprises
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,11368,Attaché commercial / Attachée commerciale auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38068,Chargé / Chargée de recouvrement de créances
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,12160,Chef de groupe de vendeurs à domicile
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,12738,Commercial / Commerciale auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13356,Conseiller commercial / Conseillère commerciale auprès d'une clientèle de particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13355,Conseiller commercial / Conseillère commerciale auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13358,Conseiller commercial / Conseillère commerciale en aménagement de cuisines auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38357,Conseiller commercial / Conseillère commerciale en articles de décoration auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38358,Conseiller commercial / Conseillère commerciale en bien-être et diététique auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13364,Conseiller commercial / Conseillère commerciale en cheminées auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13365,Conseiller commercial / Conseillère commerciale en déménagement
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38359,Conseiller commercial / Conseillère commerciale en distribution d'énergie auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38360,Conseiller commercial / Conseillère commerciale en équipement de l'habitat auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38361,Conseiller commercial / Conseillère commerciale en gastronomie univers culinaire auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13366,Conseiller commercial / Conseillère commerciale en mobile homes auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13367,Conseiller commercial / Conseillère commerciale en piscines auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13368,Conseiller commercial / Conseillère commerciale en portes/fermetures auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13369,Conseiller commercial / Conseillère commerciale en produits cosmétiques auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38363,Conseiller commercial / Conseillère commerciale en produits culturels auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38362,Conseiller commercial / Conseillère commerciale en produits d'entretien auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13370,Conseiller commercial / Conseillère commerciale en ravalement de façades auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13371,Conseiller commercial / Conseillère commerciale en salles de bains auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38364,Conseiller commercial / Conseillère commerciale en solutions de télécommunications auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13373,Conseiller commercial / Conseillère commerciale en stores auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,38365,Conseiller commercial / Conseillère commerciale en textile et accessoires de mode auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13376,Conseiller commercial / Conseillère commerciale en vérandas auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13489,Conseiller vendeur / Conseillère vendeuse à domicile
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13495,Conseiller vendeur / Conseillère vendeuse en laisser sur place auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,13930,Délégué commercial / Déléguée commerciale auprès des particuliers
D,"Commerce, Vente et Grande distribution",14,Force de vente,03,Relation commerciale auprès de particuliers,18336,Recouvreur / Recouvreuse de créances
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,11254,Assistant / Assistante de vente automobile
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,11374,Attaché commercial / Attachée commerciale en automobiles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,12175,Chef de groupe véhicules d'occasion
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,12176,Chef de groupe véhicules neufs
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,12740,Commercial / Commerciale en automobiles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13397,Conseiller / Conseillère des ventes automobiles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13360,Conseiller commercial / Conseillère commerciale en automobiles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13374,Conseiller commercial / Conseillère commerciale en véhicules industriels
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13375,Conseiller commercial / Conseillère commerciale en véhicules ou bateaux
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13378,Conseiller commercial / Conseillère commerciale motocycles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13491,Conseiller vendeur / Conseillère vendeuse d'autocars
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13492,Conseiller vendeur / Conseillère vendeuse de bateaux de plaisance
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13493,Conseiller vendeur / Conseillère vendeuse de véhicules de loisirs
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13494,Conseiller vendeur / Conseillère vendeuse de véhicules poids lourds
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,13931,Délégué commercial / Déléguée commerciale en automobiles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,15290,Gérant / Gérante de négoce automobile
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,16956,Négociant / Négociante de véhicules d'occasion
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,16957,Négociant / Négociante de véhicules neufs
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,19785,Technicien / Technicienne de la vente automobile
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,19786,Technicien / Technicienne de la vente de motocycles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20514,Vendeur / Vendeuse automobile
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20522,Vendeur / Vendeuse de caravanes/camping-car
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20528,Vendeur / Vendeuse de motocycles
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20535,Vendeur / Vendeuse de véhicules neufs
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20631,Vendeur / Vendeuse en véhicules anciens
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20633,Vendeur / Vendeuse en véhicules d'occasion
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20632,Vendeur / Vendeuse en véhicules de collection
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20634,Vendeur / Vendeuse en véhicules industriels
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20647,Vendeur / Vendeuse secteur véhicules d'occasion
D,"Commerce, Vente et Grande distribution",14,Force de vente,04,Relation commerciale en vente de véhicules,20648,Vendeur / Vendeuse secteur véhicules neufs
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,11367,Attaché / Attachée à l'information médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13434,Conseiller / Conseillère en information médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13435,Conseiller / Conseillère en information pharmaceutique
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13929,Délégué / Déléguée à l'information médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13937,Délégué / Déléguée dentaire
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13940,Délégué / Déléguée médicopharmaceutique
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13941,Délégué / Déléguée pharmaceutique
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13944,Délégué / Déléguée vétérinaire
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13938,Délégué médical / Déléguée médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,13939,Délégué médical hospitalier / Déléguée médicale hospitalière
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,20706,Visiteur / Visiteuse pharmaceutique
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,20704,Visiteur médical / Visiteuse médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,05,Conseil en information médicale,20705,Visiteur médical hospitalier / Visiteuse médicale hospitalière
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,11925,Chargé / Chargée d'expansion commerciale d'enseigne
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,12319,Chef de secteur des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,12499,Chef des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,13942,Délégué régional / Déléguée régionale des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,14389,Directeur / Directrice des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,14390,Directeur / Directrice des ventes internationales
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,14464,Directeur national / Directrice nationale des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,14470,Directeur régional / Directrice régionale des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,14471,Directeur régional / Directrice régionale des ventes export
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,15964,Inspecteur / Inspectrice des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,15970,Inspecteur / Inspectrice du cadre en assurances
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,15919,Inspecteur commercial / Inspectrice commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,38573,Manager commercial / Manageuse commerciale des forces de vente
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,38574,Manager commercial junior / Manageuse commerciale junior des forces de vente
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18579,Responsable animateur / animatrice des forces de vente
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18580,Responsable animateur / animatrice des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18727,Responsable de la force de vente
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18950,Responsable des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18951,Responsable des ventes comptes-clés
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,18953,Responsable des ventes zone export
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,19167,Responsable régional / régionale des ventes
D,"Commerce, Vente et Grande distribution",14,Force de vente,06,Management en force de vente,19210,Responsable ventes indirectes
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,11402,Attaché technico-commercial / Attachée technico-commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,11636,Cadre technico-commercial / technico-commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,13805,Courtier / Courtière en vins
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,15614,Ingénieur commercial / Ingénieure commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,15898,Ingénieur technico-commercial / Ingénieure technico-commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,15900,Ingénieur technico-commercial / Ingénieure technico-commerciale en informatique
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,16958,Négociant / Négociante en bois
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,19198,Responsable technico-commercial / technico-commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,20291,Technico-commercial / Technico-commerciale
D,"Commerce, Vente et Grande distribution",14,Force de vente,07,Relation technico-commerciale,38816,Technico-commercial deviseur / Technico-commerciale deviseuse
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,200020,Assistant / Assistante de régulation médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,38082,Chargé / Chargée d'assistance
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,13353,Conseiller / Conseillère clientèle à distance
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,38631,Permanencier / Permanencière auxiliaire de régulation médicale
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,18675,Responsable de centre d'appels
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,18806,Responsable de plateau de centre d'appels
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,19557,Superviseur / Superviseuse de centre d'appels
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,19784,Technicien / Technicienne de la vente à distance
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,20298,Téléacteur / Téléactrice
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,20299,Téléconseiller / Téléconseillère
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,20302,Téléopérateur / Téléopératrice
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,20303,Téléprospecteur / Téléprospectrice
D,"Commerce, Vente et Grande distribution",14,Force de vente,08,Téléconseil et télévente,20306,Télévendeur / Télévendeuse
D,"Commerce, Vente et Grande distribution",15,Grande distribution,01,Animation de vente,10569,Agent / Agente de promotion des ventes
D,"Commerce, Vente et Grande distribution",15,Grande distribution,01,Animation de vente,11035,Animateur / Animatrice de vente
D,"Commerce, Vente et Grande distribution",15,Grande distribution,01,Animation de vente,10974,Animateur commercial / Animatrice commerciale
D,"Commerce, Vente et Grande distribution",15,Grande distribution,01,Animation de vente,11072,Animateur-démonstrateur / Animatrice-démonstratrice
D,"Commerce, Vente et Grande distribution",15,Grande distribution,01,Animation de vente,13956,Démonstrateur / Démonstratrice
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,10269,Adjoint / Adjointe au chef de rayon produits alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,10279,Adjoint / Adjointe au responsable de rayon produits alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12276,Chef de rayon boucherie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12277,Chef de rayon boucherie/charcuterie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12278,Chef de rayon boulangerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12279,Chef de rayon boulangerie/pâtisserie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12281,Chef de rayon charcuterie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12282,Chef de rayon crèmerie fromagerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12284,Chef de rayon épicerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12287,Chef de rayon fruits et légumes
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12293,Chef de rayon liquides
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12294,Chef de rayon pâtisserie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12296,Chef de rayon poissonnerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12297,Chef de rayon produits alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12298,Chef de rayon produits alimentaires hors produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12300,Chef de rayon produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12302,Chef de rayon produits traiteur
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,12305,Chef de rayon surgelés
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,16333,Manager / Manageuse de rayon alimentaire hors produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,16337,Manager / Manageuse produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,16338,Manager / Manageuse rayon alimentaire
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,18837,Responsable de rayon alimentaire hors produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,18838,Responsable de rayon produits alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,02,Management/gestion de rayon produits alimentaires,18839,Responsable de rayon produits frais
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,10270,Adjoint / Adjointe au chef de rayon produits non alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,10280,Adjoint / Adjointe au responsable de rayon produits non alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12275,Chef de rayon bazar
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12280,Chef de rayon bricolage
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12283,Chef de rayon électroménager
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12285,Chef de rayon équipement de la maison
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12286,Chef de rayon équipement de la personne
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12288,Chef de rayon hygiène et parfumerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12289,Chef de rayon informatique
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12290,Chef de rayon jardinerie et animalerie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12291,Chef de rayon jouets
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12292,Chef de rayon librairie papeterie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12295,Chef de rayon photo image et son
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12299,Chef de rayon produits culturels
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12301,Chef de rayon produits non alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12303,Chef de rayon puériculture
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12304,Chef de rayon sport
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12306,Chef de rayon téléphonie
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,12307,Chef de rayon textile
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,16334,Manager / Manageuse de rayon produits non alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,03,Management/gestion de rayon produits non alimentaires,18840,Responsable de rayon produits non alimentaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14352,Directeur / Directrice d'enseigne de la grande distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14420,Directeur / Directrice d'hypermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14260,Directeur / Directrice de grande surface
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14261,Directeur / Directrice de Grande Surface de Bricolage -GSB-
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14262,Directeur / Directrice de Grande Surface Spécialisée -GSS-
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14259,Directeur / Directrice de grand magasin
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14288,Directeur / Directrice de magasin à grande surface
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14290,Directeur / Directrice de magasin de grande distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14321,Directeur / Directrice de réseau de la distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14332,Directeur / Directrice de supermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14338,Directeur / Directrice de zone de la distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14182,Directeur adjoint / Directrice adjointe d'hypermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14473,Directeur régional / Directrice régionale d'hypermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14472,Directeur régional / Directrice régionale d'hyper ou de supermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,14467,Directeur régional / Directrice régionale de supermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,18568,Responsable adjoint / adjointe de magasin de grande distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,18843,Responsable de réseau de la distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,19209,Responsable ventes de la distribution
D,"Commerce, Vente et Grande distribution",15,Grande distribution,04,Direction de magasin de grande distribution,19565,Superviseur / Superviseuse d'hypermarché ou de supermarché
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11640,Caissier / Caissière
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11643,Caissier / Caissière de parking
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11644,Caissier / Caissière de station-service
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11645,Caissier / Caissière en libre-service
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,38575,Caissier / Caissière en restauration
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11646,Caissier / Caissière pompiste
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11647,Caissier / Caissière roller
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,11648,Caissier / Caissière spectacle
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,15487,Hôte / Hôtesse de caisse
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,38655,Hôte / Hôtesse de caisse services clients
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,17598,Péager / Péagère
D,"Commerce, Vente et Grande distribution",15,Grande distribution,05,Personnel de caisse,17599,Péagiste
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,38995,E-merchandiser
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,16389,Marchandiseur / Marchandiseuse
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,17355,Optimisateur / Optimisatrice de linéaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,18202,Promoteur / Promotrice de linéaires
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,18866,Responsable de service marchandisage
D,"Commerce, Vente et Grande distribution",15,Grande distribution,06,Marchandisage,18867,Responsable de service merchandising
